Date,binance,coindcx,bitforex,upbit,bitrue,nami_exchange,okex,b2bx,lbank,gdax,mxc,digifinex,gate,pionex,kucoin,bitget,uniswap_v3,bybit_spot,xt,hitbtc,bitmart,bione,bitcoin_com,bkex,whitebit,btse,huobi,dcoin,kraken,biconomy,bullish_com,changelly,bingx,cointr,azbit,tidex,binance_us,coinstore,coinsbit,p2pb2b
2023-05-05,7585902237.481203,3602917216.144468,2703315514.606508,1104946696.3346872,1124930629.9643948,1072546829.985002,943691563.683207,12272622.600887597,803087054.955999,863352035.9507694,1275575795.1462493,215432133.80458248,655926045.4119402,735471534.0624461,492580294.35218817,712819991.5139188,604720056.8761191,618196086.594627,675914184.1177435,425366165.88870543,380375749.1904137,397422900.29735935,392946639.3142115,334599288.65738654,502539091.0586188,651900207.9767447,536229009.3326185,495271964.2039992,522191267.7249899,221218403.02473745,513544898.6892378,323097651.4838533,389948826.4296325,398387772.9559345,374344787.4538262,332714798.14790463,344462912.90713966,344908732.50224394,289088194.22452575,257077318.7558656
2023-05-06,9073725253.59277,4528062192.414413,2857472895.4538307,988996746.1608802,1407692972.876668,1431545185.126834,1965168244.731197,21924894.97244072,917803828.3563015,1308510431.4243574,1306813674.0362165,358982675.3079141,1011933845.4286356,156050993.14367607,643087986.0499835,917704934.2935444,1127481474.4948227,753136677.4996843,818146418.3148409,544192447.6314902,462327202.15461,504653537.6719508,524314526.63793296,413230105.5884202,630614725.0842036,1177656001.582863,685430880.233865,558676589.1722535,548568104.464119,227391619.3743953,688585949.4155478,448230026.6787689,547531446.687957,417209243.8887946,379570434.2286352,428720161.460806,361135975.127042,348003568.3682516,377145624.0947398,352229754.47085327
2023-05-07,8511217473.514811,4342849931.756371,2935958952.3811383,1235242310.582011,1187632815.700001,1171605453.002111,1601071837.7759173,12767349.03411516,836312309.2730213,875992561.2245593,779667997.7860218,341218589.698958,799752567.9455637,378472932.27182937,598095859.6937151,892501391.6606717,1151880084.948207,673921183.6121665,742915505.3987209,671628756.5099726,368576395.4305519,494623329.9717697,634262298.7997103,429150468.2928842,654461647.2070076,1186867220.1590064,626821487.0927721,519382482.1032954,349435106.20248175,220868200.08039385,573422942.0173554,553924424.670554,448522892.7474342,394270756.9956189,382118556.9808032,394109264.4501382,294253087.42068297,340530061.7528211,318861827.30860806,180952124.63630924
2023-05-08,5029841833.309464,2403653241.8107195,1559827546.6527565,621376576.1638343,821566898.4405408,753729553.5010529,951418166.4425328,10817620.793212203,636964888.5417346,518302495.9849651,582865890.480718,203499991.53047505,542483987.0503676,432848780.7033394,382849424.2454372,712196476.7721919,520482594.4243111,430819655.9060156,504219202.5843372,425228344.66438,208537767.59609732,286405346.03352773,391413135.0664784,275019359.28355044,429297595.9541199,1084019738.4017673,451556299.2066212,420313678.1949977,187209423.6818752,263589572.5440392,337210346.6722607,338285657.36591,269486529.61519057,289099727.0898154,375121447.1687142,233069711.509656,190823701.07844985,292075468.08275986,206520094.8176927,339404972.990218
2023-05-09,10492014276.754547,5766864262.170544,2493313040.6055703,1147612243.953746,1405977563.7210865,1590677586.936936,1882210700.29995,29168249.51397502,938308804.9599452,1464906513.2314303,921492086.6376764,533713855.7418556,1104000247.4076903,272482033.6187447,795555125.62049,856944311.9316049,1074453406.0170214,969891544.7012362,847987980.3050381,714970700.6192319,578032560.5881667,739915935.7568328,670679775.7921302,421950734.2389673,801903593.12636,1189538336.2222512,605358886.3684781,675713716.0666682,616069349.5223577,411139491.7063604,876618673.854517,548782810.1951482,617786404.6297488,432373658.48586,359858722.69736886,509856472.2754175,499153162.786501,330530276.6123756,421669386.43968,750300766.2399802
2023-05-10,6519275109.270196,3373263103.833137,2253880458.434924,1192355262.840926,1021636439.0045984,982678001.1764964,899277802.6381457,12348841.397807105,728306853.5534096,809327017.2992685,653141397.5630633,267582970.2186528,725450060.7771599,475030622.05438125,448404895.0158703,855862242.2196534,576440556.8271221,548225800.1939828,709028373.398435,495368430.1186387,355627031.09025866,453060196.9129276,454676470.9977159,384418854.54670537,433694667.5964949,1128019948.3522053,446068550.8228339,444082220.00680655,517480074.0450421,381303730.92280906,427791493.7394967,381729337.4761732,341922948.18471223,352587166.8760956,368558849.2484716,292254430.58941936,208213584.33518752,319365027.1824467,254670810.33404663,461360327.1976771
2023-05-11,10381797935.15249,3155531970.9720864,2709785122.360597,1449041518.6175363,1401324944.2178526,1091193317.792369,1762358184.099325,22928267.4275957,840055857.5939122,1441987058.0815969,671422073.6917503,505303007.218897,850628758.4442664,868333383.32483,736548360.800583,800956940.3364965,810622009.6231995,833860987.8955888,768982659.041797,674239365.9299794,629803592.0994217,717904136.5598603,629865241.5965225,413923968.07333887,693366532.8604646,1124117232.941797,594578164.6062092,525540113.6000519,692716721.5380284,463452439.74448913,779399764.5215982,527028040.4230789,567678331.0791728,393235792.0515599,341063530.5851135,484838086.624788,181683116.8689028,340440789.0277018,385424352.1281053,758493933.684017
2023-05-12,8078450146.259251,3842645841.063752,2639944761.9371057,866971222.6327462,1146543035.2868571,1321251170.2988367,1126782735.3114803,12600646.574696522,823500534.2115133,1096951723.7051828,653593883.0021561,435278018.8553091,677862764.6865377,626481995.6992657,556260448.2727513,887623880.0429763,947912323.1911705,672508485.9140873,674391737.3928823,843695293.3662994,378940863.0561813,548388044.6580629,798337713.8052421,338878417.2313695,526600662.1937746,626350144.0477746,500767626.8014121,531218418.4261674,479448207.564175,401866460.65174425,650564733.4761202,683985475.4059303,451797189.5859242,350060150.763302,356614970.91238326,356360740.83194554,130130670.17648876,326799060.5651918,326687389.8270921,544572441.7123872
2023-05-13,8976990268.850931,4640808551.808653,2686145559.364024,1121249057.831893,1235846812.8161943,1216000214.507122,1270991658.583658,20169038.540874768,953180739.3788636,1259635462.3236055,708937056.7130926,501842195.7536079,825239987.0968553,769761468.5255964,592820777.229954,843097911.8288285,930227064.6800568,799532837.3421744,770066664.4478434,625513845.0703522,520476083.0003538,630979095.7555261,606841161.2555978,611129235.6655304,643417499.2403433,327647811.524641,540427484.7859882,560358293.9668548,643684554.0143571,431956670.8312864,815638311.3069494,515104645.026356,450934830.5388873,396646728.96022606,350865933.37080705,432278225.09745497,166003436.87606028,328062462.75387794,361187058.79481286,614487003.3360517
2023-05-14,4450691770.9916725,1928785416.015312,2159954331.653856,514214484.9721272,723057780.2136525,628026294.2493919,673631881.68167,8051255.950142954,637071596.3483025,427781592.9855743,456553911.7997832,225745897.55451897,509390034.9918107,297260959.722249,334337940.6842579,754480215.9673846,587772594.0332081,384210836.45845,436849523.7679392,347957712.0857666,209424735.07521808,269217767.7211276,337139357.74967474,171968896.56834292,339969019.379944,255956791.9298808,362440444.5565602,344449085.1725777,193338482.5540517,334996820.7060768,201212334.97595632,271114440.9995472,181368897.93539977,267107144.2936708,354748988.32992715,189211148.55725616,84722281.35710476,298855092.3045434,160368438.46474564,251182922.8479951
2023-05-15,4147267207.008253,1776648849.1334517,2248270778.524479,493908360.1394903,655909516.2394632,479879271.62953967,598067399.8833945,14258052.982065031,599618784.0615084,385155051.4651475,624451087.2294282,218571757.28206,437695444.8519309,269184450.0858391,287901165.2289065,599772891.6381532,320309065.49266243,340198368.134777,395707202.0895556,273627248.31483024,181541819.4275172,271340507.54834706,263383276.8203399,173011178.23955512,306929189.90088,402058927.23209184,400528985.5386108,324251028.3446833,167568502.81182468,330723652.0272155,177410342.3112283,207144495.2989315,185754209.59530625,252048587.31519088,358853883.30590427,176933009.2722303,79519748.67640467,290224301.6765912,159912532.7654539,270318486.7784454
2023-05-16,6523276491.755224,2985795543.5180206,1923047130.011317,673057919.4604701,752141441.6602799,985623445.7384112,906422461.242184,28650734.316336937,746683453.9277197,914393902.1689644,560613741.9509709,343430450.23513645,570735425.4340189,488084890.5187143,381780143.8327204,694232644.1729254,523627204.2281494,630711121.8023438,552705789.7789677,457592891.5218847,401928604.3492345,436901629.4601253,446489610.54808295,277491146.6673665,461301272.8956505,230278418.8348069,401885967.6371437,426868443.00867534,497083793.9340679,381855736.4898676,539782417.6739802,363813851.3200891,274158210.589919,342012164.9344456,357000862.92271835,288763150.6988281,155870381.51326156,341321076.58219683,265566952.81413147,497586970.873798
2023-05-17,6128529256.493704,2809610077.114957,1564377722.0967317,695358382.6865277,754426630.5552063,844920077.4546835,806073701.6008141,15132202.259948265,717309402.3082781,865088239.203859,558871200.8616308,320575420.414772,579851013.2337235,709977875.3939077,375040654.5260173,633086948.6793003,468374119.0673657,576222239.6443021,503228491.0162672,415545607.5261281,361450269.9360733,413643813.2378087,405707019.7506255,345856687.8236789,399897742.350024,168564817.62571812,377876889.91089857,398246188.2639955,459752768.7374996,332777313.1998418,468529604.4402505,321921330.731796,261442944.3513971,300686228.488084,353937475.5210279,256209912.3344995,136482348.63270575,263678513.93130624,221456983.9343495,420293449.3358366
2023-05-18,7540084027.225898,2746085027.220765,1589623816.683066,989466379.788842,1020671771.082893,1100073171.0175436,937280988.5448405,17745034.84313764,772003748.372847,981865483.3125776,658950183.8887153,416404547.4343559,612100994.9851838,1246473912.3597543,432739001.2362961,627564613.4261504,574792704.3662015,564122447.8710018,574856083.6084187,509490900.5419477,475140336.4547589,561949158.1838372,498589614.9809227,570447539.2596526,489787075.80250216,329504200.6804721,435808418.4117591,431152679.6526648,494843759.6793438,331442333.4798476,526269354.5759797,394154269.6181925,328975576.112227,321866601.0949907,356609503.03229,313885125.7002397,149395597.2482765,257435565.7530736,273984754.4386553,514369797.1976451
2023-05-19,7297437398.856814,2727731517.843175,1589519209.6969843,867391257.4123777,849347107.0670613,750985868.6573733,833738489.627828,15140001.209890466,785587312.842142,871835123.5282363,588821222.4142667,339279484.5591761,532508089.4021415,1378437045.4215152,420666722.06366223,635756225.8798649,474920935.1379639,561077090.9876459,527344658.00057113,462685787.5424751,433553451.7952771,476380391.2221229,446955762.18223846,441131937.6695491,419941560.7298715,332122056.94946384,406376275.2900431,433021423.9253555,435674421.785034,345605751.1326743,548981485.9565061,348335980.9411632,281023942.8615942,310840755.9309821,356632639.01956403,297538759.8687343,145882635.02229008,256224089.5156464,280941791.33598846,519381930.0057256
2023-05-20,5857118318.325613,2359291446.494605,1555330083.0474253,688573536.9540306,701942935.3670012,653295675.7624934,611142695.7965795,15230066.228852255,802272368.7185216,604857103.6490713,625119467.4746878,256327745.793924,458461416.1418988,931936030.1989264,330529753.2498365,604960627.5679166,325479581.37038225,419982380.88816905,340160098.0601272,352975592.1643004,284103082.5654772,383878073.50385153,329260871.1120343,386056455.7207272,318016381.65936184,295248108.5437548,377322783.2675467,375461684.8302513,360388221.7212386,301773277.84361225,426529455.220553,263021127.0395689,283545933.3252475,268776989.30592453,341924792.30313945,216060589.43823647,99757102.47289644,234041602.2538498,213793729.5756562,380692401.9869583
2023-05-21,3186821554.704725,1293160301.50505,1470636308.654937,420795213.38282055,449698103.35888326,417763800.13953376,394346135.9207583,9643605.651245989,541162195.415841,284797554.2594654,416148341.08212006,149950282.7183609,326480307.6437256,438263545.0969579,223393796.54644665,439479497.2161894,261615490.05023432,207257835.20413592,224696775.1360328,188479287.33164772,159335196.61613292,200321464.2203276,178526885.97490546,226627351.50430763,204974085.42156544,195230427.1801716,302879373.5696374,238176520.87215972,134571581.93161026,262381169.98233035,80548965.32666592,130226085.04286134,115404377.52370316,188603806.8891427,363676413.5408666,120117442.76084994,49015480.13863541,187269425.3145951,112060122.33098856,184836188.0682736
2023-05-22,3912979357.29456,1685893176.4759877,1569993905.3568852,421085122.9811959,571929669.2642934,426764496.36170655,491860215.6671338,19811153.8721543,557783930.3669745,373459689.20799136,425944233.99852,191617835.28959104,302700500.8624296,619338373.3073444,259865291.23473164,331899214.5157268,319605258.3905348,277764488.1161072,255362848.45669305,255635358.84791148,155291346.03016615,260529601.85906368,244362881.6158021,179335109.44779345,234610344.1365512,220346890.9132874,320533531.0708934,282170538.6548,164911632.58776742,281247397.03051275,138200534.18859932,187239557.33591425,152616527.7180828,215039263.8695964,365766139.2303588,162286085.84094822,81202296.80474883,201288898.73427448,142819210.15438598,252115571.40595692
2023-05-23,5527207633.674805,2264239280.7567225,1629522515.7064557,634498593.0913652,670432239.2346462,718901581.7687988,627843740.3134122,24011522.4763527,676845980.9242898,751872683.2430221,677131041.7965057,255074152.89200816,380639002.8428941,864969214.8076887,318128976.8733699,395750076.1628413,501415350.03052425,454178930.5768369,216687057.83239248,368145152.0667768,319733404.6303693,387058178.5915023,359864956.0837002,299593430.79002947,325109372.2353633,269150965.539426,374298411.75123054,351311589.1548532,383831087.6544935,294956933.5038607,329219743.67928976,289714018.03253865,199304075.6386343,258928566.12116,368151732.9709384,220817201.19656545,128911888.42489108,229853266.44591343,201867017.79238132,345001156.2126633
2023-05-24,6835914452.469229,3022787182.154948,1708010958.2220922,578733394.2608443,786945714.3861934,814750626.6138213,845573027.0656058,19503026.20118844,756989425.5971086,838043313.610849,705113353.3722359,327649659.5947422,401986857.33682233,1336138903.0261345,382312637.7420581,529814132.5203343,614208629.7170472,578947995.0552639,242469218.0146421,460936890.3257642,384330335.6066704,419183378.8632976,450252742.3240275,527326071.71998346,378781677.3585104,298188374.7462012,404183315.1879666,364805075.0581712,455294035.4442102,328484188.2463636,362586083.64314425,368559895.2178907,280161797.23656106,307186010.7638658,374552427.47099024,317913311.59975666,152992442.3782935,267957640.7134328,263460297.75958228,496648454.9284228
2023-05-25,8578366918.217305,3942385152.152975,1660977426.0875454,700791717.3175478,1016355884.90452,981937858.2055992,1139267910.9642377,19854154.73637303,827117881.7634833,1074762710.1684546,707199830.2577443,419437381.3616646,493221464.8586959,1553420452.765218,427878557.5990577,574599140.7429541,650670331.6121237,713230940.8124205,299385239.39574087,605923768.301085,477440097.6324897,554878580.1718309,595841245.9413775,511649393.08865273,403993872.4752356,302996871.48066074,406611096.2717408,404191973.1985616,556573473.6397836,349359486.03108466,541269661.5049894,454060194.037699,347984235.2048561,357215504.91326255,367286712.8902632,394253168.7878983,179062192.45142668,290293775.9193332,330566982.7370593,604579619.0170101
2023-05-26,7078197224.608431,4357660637.408377,1857666748.506307,638978181.227262,824708417.4569668,1090495802.1790469,759116662.7176923,13668812.817654036,770517056.5396339,863346841.8870326,665703096.9171298,317229636.10096747,441127474.7994868,1192165085.625409,391602383.9656192,629389677.6809402,498601004.3096902,619060097.3301867,277821633.17557806,530754818.076225,392211867.7997384,409862904.5875844,518233693.8067172,417575891.0158976,356537959.5988544,311495747.3359122,379928411.72831625,372730339.5329316,435503760.81261206,248114977.4681421,445003988.3828346,392553752.24913377,294462488.034834,301403395.9107085,365261956.0781311,286110218.1251307,134935181.65481794,261669234.7157979,248515961.0094732,352844229.82109845
2023-05-27,6411960386.595021,4039173927.061888,1965287252.2417,476388359.6969925,785048275.9599615,734955668.1524005,627811725.7146124,14821850.773499455,723104655.7638202,761809871.1678681,620421567.2718496,282474323.3978509,401032647.2983305,1114421715.1788418,361933051.99655086,562200519.4756945,410694009.1608962,494815697.00022393,321028097.0551398,365413382.6227866,333074845.33616936,419283859.5102152,356884623.4082138,426819893.5477455,301521072.6240901,273299108.1043355,366060955.7456555,316664437.0663769,399709157.8410009,244196759.6613343,308674251.54621804,261067683.2948302,245979731.2076409,306828512.0308834,363318426.85245126,269153859.467396,104380829.26692864,291388766.15232456,241882789.8120972,240816360.4454324
2023-05-28,3691300161.06879,4036752229.576644,1466170129.0033226,337863066.7238043,506751894.7329387,426421629.0393087,349110367.60804266,9201580.44003822,553176845.347955,312941012.1891943,430420025.77869385,165163172.6181524,272426546.3976398,440626778.756727,263089726.90927416,460755474.6647945,250474624.00468293,235744160.7083976,196197593.23808688,267393368.1399903,194409368.311606,221642244.32838604,254586451.8146105,236048176.4977588,182496464.04533944,223673675.962066,322280727.27255505,231961560.54491547,138016691.4787203,257350881.5288478,80679467.79689927,161668303.76763198,132455041.93402332,210835959.43793508,368917300.2010955,127544104.83191942,53179236.12123177,226512798.88205105,120486755.58800064,110040349.16381244
2023-05-29,5906889275.796307,4039943289.891044,1608763913.6980689,546801235.0500587,726033677.1840842,1061821806.984782,668958691.2539986,26905592.259549025,686401573.837406,594301456.8859016,546806967.5145272,298521683.0670744,402336841.1975681,1088506078.5028627,361731605.94899696,387396023.0124953,426051106.1618422,352190527.34642464,330312462.7486076,398129781.03238297,283896490.80953294,344793107.14477754,392187070.669036,354374619.5396587,379256080.4988506,273392210.2833479,356314443.9811585,321606681.3247836,280998727.2849612,407692086.58012354,207093004.25691992,292539969.3780851,247807998.6234249,280172068.41622066,370366430.6350536,247240019.37726825,108462081.933862,273313994.70238066,224019239.4553233,227700196.61383533
2023-05-30,8496789657.529832,3512348628.128905,1789077537.8026793,797856410.6817645,965073615.142106,1263381576.2262924,954111804.8851486,21117905.65616444,396051415.7569095,938733248.4689124,701989207.0897889,444660814.6664819,535705039.3025973,1561885409.785928,506294045.8759239,603703954.8024511,612663364.9353976,629634469.9351625,489469485.6769111,637030984.1109571,421771892.1174154,505623690.6827977,618426413.7144104,486767479.5252339,542841242.7927486,319571144.94828224,425413510.59047234,407491374.4651008,422808715.3448919,474145225.30647,464075758.102623,478432242.9994378,334555809.43176484,380906940.3820548,373764645.22338927,329731720.0666472,154426323.46484742,308294780.4250129,312350924.53915524,335452341.8559072
2023-05-31,7234843242.299623,2859038862.362289,1853498426.3601189,739888212.6347111,811608073.2923219,961635059.2716244,687721401.1350151,17637277.449820444,543239325.1063784,945173184.788438,661867262.6760333,363709066.4185273,503410462.4154241,1069482741.7709444,491237460.6998143,540489227.4679013,584723887.6290551,645252508.4082876,450106461.3921357,399239968.9532985,390105530.90761137,501762930.40305257,391860363.1685181,397382451.9786598,371644187.4098023,300027258.8443792,381711137.20104367,395774290.9134343,507506113.5375361,358989495.8628215,396263671.3755549,287461924.7362416,282355683.949551,317001585.6694324,380296910.23952615,250403537.25181425,128161414.4718942,280202651.77079487,248897577.38925144,281630834.154484
